評論,tokens
"❤️洗髮精大推薦❤️歐萊德綠茶洗髮精（典藏版）(400ml)：以零碳美妝為基礎，利用有機茶葉萃取，使用親環境、成分單純的洗髮精，更可以協助我們養成好髮質!與你一起讓世界變好!
#歐萊德   #綠茶洗髮精  #涼感洗髮精  #洗髮精  #洗髮精推薦
@oright_tw_official
一個好的洗髮精，能讓你頭皮健康，髮質自然強健！！
歐萊德是我這幾年，新接觸到、一個很好的髮品/保養品品牌：
歐萊德從來就不只是一間髮膚保養品公司，而是一個對人類、對社會、對地球都好的品牌，這就是俗稱的歐萊德的綠色世界。
尤","['推薦', '歐萊德', '綠茶', '洗髮精典藏版', '零碳', '美妝', '基礎', '利用', '有機', '茶葉', '萃取', '親環境', '成分', '單純', '協助', '養成', '髮質', '一起', '世界', '變好', '歐萊德', '綠茶', '涼感', '推薦', 'origh', 't_t', 'w_of', 'ficial', '頭皮', '健康', '髮質', '自然', '強健', '歐萊德', '接觸到', '髮品', '保養品', '歐萊德', '從來', '不只', '髮膚', '保養品', '公司', '人類', '社會', '地球', '俗稱', '歐萊德', '綠色', '世界']"
"這款商品目前的品名是胺基酸平衡舒緩髮浴，
可能有改版調整成分，
不是很肯定，因為我沒用過舊版。
由於台灣官網太陽春，
沒有詳細資料可以查詢，
只能看其他官方直營的電商平台，
老樣子，就我手邊商品標示上成分表：
www.cosdna.com/cht/cosmetic_e06f568870.html
這是去年暑夏購入品，
80ml小包裝容量，用上半個月沒問題，
洗髮乳顏色乃是包裝瓶身色，
香味嘛，卡詩的產品向來偏人工香，
不討厭就是了。
好搓泡沫，
也好沖洗。
清洗過程無涼爽感或刺激感，
第一次使用，
洗後的","['目前', '品名', '胺基酸', '平衡', '舒緩', '髮浴', '可能', '改版', '調整', '成分', '肯定', '舊版', '台灣', '官網', '太陽春', '詳細', '資料', '查詢', '官方', '直營', '電商', '平台', '老樣子', '標示', '成分表', 'wwwcosdnacomchtcosmetic_e', 'html', '去年', '暑夏', '購入品', '包裝', '容量', '用上', '顏色', '包裝瓶', '身色', '香味', '卡詩', '向來', '人工香', '討厭', '泡沫', '沖洗', '清洗', '過程', '涼爽感', '刺激感']"
"這款洗髮精有著植萃的香氣及淡淡的玫瑰花香，味道很療癒，令人放鬆。
洗髮精的質地流動性高，容易起泡
第一遍使用時，因頭髮上附著著髮垢及髒汙，所以泡沬會比較少
第二遍使用時，頭髮上的泡泡明顯變多了
可以看得到，它的泡沬是很細緻的濃郁
所以可以慢慢用這些泡沬來按摩頭皮
仔細欣賞這泡泡，同樣也有療癒的效果
（一般我使用的洗髮精，泡沬通常都是豐厚濃郁型的）
這款洗髮精的泡沬很容易沖乾淨
因為不添加矽靈，所以需要使用潤髮乳，頭髮才不會有乾澀感
頭髮吹乾後，髮絲有膨鬆的感覺，不會扁塌","['植萃', '香氣', '淡淡', '玫瑰花香', '味道', '療癒', '放鬆', '質地', '流動性', '起泡', '附著', '髮垢', '髒汙', '泡沬', '泡泡', '明顯', '泡沬', '細緻', '濃郁', '慢慢', '泡沬', '按摩', '頭皮', '仔細', '欣賞', '泡泡', '同樣', '療癒', '泡沬', '通常', '豐厚', '濃郁', '泡沬', '沖乾淨', '添加', '矽靈', '潤髮乳', '乾澀感', '吹乾', '髮絲', '膨鬆', '扁塌']"
"Ryo 呂 新韓方薄荷強效控油洗髮精
這款洗髮精是在cosme各處被生火後購入的
來源：momo
國際航空板 四瓶一組 $629 還蠻便宜的❤️
髮質：細軟 自然卷 毛躁 乾燥 特長髮 大量碎髮 無染燙 油頭皮
質地：透明帶藍綠色顆粒
效果：去油力強 涼感不明顯 乾燥髮會乾澀
用量：分兩次洗 每次分別案押半下
✑
可以在手上輕易搓出細緻綿密的泡沫
但不是大泡沫
一開始洗第一次頭時使用按壓一下快到底
主要先洗頭皮
其餘泡沫稍微帶到頭髮而已
頭皮沒有洗得非常乾淨的感覺
但頭髮超～乾澀(驚恐)
覺得沒洗乾淨所以","['Ryo', '呂新', '韓方', '薄荷', '強效', '控油', '生火', '購入', '來源', '國際', '航空板', '便宜', '髮質', '細軟', '自然卷', '毛躁', '乾燥', '長髮', '碎髮', '染燙', '頭皮', '質地', '透明', '藍綠色', '顆粒', '去油力', '涼感', '明顯', '乾燥', '乾澀', '用量', '分別案', '輕易', '搓出', '細緻', '綿密', '泡沫', '泡沫', '按壓', '到底', '主要', '頭皮', '泡沫', '稍微', '帶到', '頭皮', '乾淨', '乾澀', '驚恐', '乾淨']"
用過就回不去的洗髮，沒有濃烈的香味，不但滋潤又保濕，用完頭髮很軟很順又柔亮，搭配同款護膚產品，可以維持2~3天,"['用過', '濃烈', '香味', '滋潤', '保濕', '用完', '柔亮', '搭配', '護膚', '維持']"
"頭髮就像第二張臉，保養的狀況好不好，柔不柔、亮不亮，第「二」印象好重要。
今天來分享 「Timotei蒂沐蝶金盞花植萃修護洗髮精」。
對於這個品牌的第一印象，就是某次在電視廣告中看到那很清新夢幻的廣告影片：一頭飄逸長髮的金髮女生在草地上隨風起舞，還不時有花瓣在旁飄逸，營造出充滿花香的氛圍，好夢幻啊~(抱歉離題了...)
不過也因為這個印象深刻的廣告，讓我對這個品牌感到好奇，今天終於有機會使用，很感謝Urcosme跟Timotei的試用活動~而且還直接超大氣提供正品!!
看過了他們的品牌介紹，原來是來自瑞典","['保養', '狀況', '印象', '重要', '今天', 'Timotei', '蒂沐蝶', '金盞花', '植萃', '修護', '印象', '電視', '廣告', '清新', '夢幻', '廣告', '影片', '飄逸', '長髮', '金髮', '女生', '草地', '起舞', '不時', '花瓣', '飄逸', '營造出', '充滿', '花香', '氛圍', '夢幻', '抱歉', '離題', '印象', '深刻', '廣告', '感到', '好奇', '今天', '終於', 'Urcosme', 'Timotei', '活動', '直接', '超大氣', '看過', '介紹', '原來', '來自', '瑞典']"
很開心有機會可以試用草本護色洗髮精，為了準確性，在開始使用前我還特地去染頭髮，染後頭髮最容易掉色的就是頭幾天，這幾天我每天都用護色洗髮精洗髮，幾天下來，發現護送效果真的很不錯，而且容易起泡，泡沫豐富綿密，用量也很省，可能因為我是短髮所以用量會比較省吧⋯⋯😂，照片為染後一個禮拜，依然顯色，洗完也不覺得乾澀毛躁或不好梳理，個人是滿推薦這款護色洗髮精的喔🥰,"['開心', '草本', '護色', '準確性', '特地', '掉色', '護色', '發現', '護送', '不錯', '起泡', '泡沫', '豐富', '綿密', '用量', '可能', '短髮', '用量', '禮拜', '依然', '顯色', '乾澀', '毛躁', '梳理', '推薦', '護色']"
"非常感謝@COSME跟GLAYGE品牌提供試用機會給我🥹
這款在小屈也是很熱賣，一直很想嘗試用用看，這次終於被抽中了❤️
這款包裝很中我的審美，簡單乾淨，洗髮跟潤髮用了不同顏色的瓶頭來區分，一看就知道。
按壓出來是呈現淡黃色的，味道是好聞的，有點花香，有點薄荷感，起泡容易，沖洗也很容易沖乾淨。
我第一次使用是照著說明書上的方法洗，但洗好停留2分鐘可能太刺激頭皮，洗完反而有點頭皮癢🥲
於是我改變方法，換成平常洗完不停留，就完全沒這個問題，而且頭皮也不癢，還很舒服😌
而且平常我很容易掉髮，換這罐之後，減少掉髮","['GLAYGE', '小屈', '熱賣', '嘗試', '終於', '包裝', '審美', '簡單', '乾淨', '潤髮', '不同', '顏色', '瓶頭', '區分', '壓出來', '呈現', '淡黃色', '味道', '好聞', '花香', '薄荷感', '起泡', '沖洗', '沖乾淨', '說明書', '方法', '洗好', '停留', '可能', '刺激', '頭皮', '頭皮', '改變', '方法', '換成', '平常', '停留', '完全', '頭皮', '舒服', '平常', '掉髮', '減少', '掉髮']"
"用了卡詩這麼多年，都是從網路、後火車站購買，雖然便宜，但心中還是有點沒安全感。無意間發現，卡詩終於在MOMO網開了品牌旗艦店，由官方直營，雖然貴了一點，但多了官方保證，用起來安心多了。
我是誤打誤撞，選了這款「頭皮敏感、髮質乾」（英文直譯），因為想解決掉髮嚴重問題，沒想到，用了之後，掉髮問題改善不少，頭髮澎鬆、打結變少，比較順，我很滿意。
我是秋天開始用的，洗淨力在秋冬是剛好，猜想夏天應該不夠力。
雖然卡詩定價高，但MOMO網常辦優惠促銷，可以把握時機購買。","['卡詩', '網路', '火車站', '購買', '便宜', '安全感', '無意間', '發現', '卡詩', '終於', 'MOMO', '旗艦店', '官方', '直營', '一點', '官方', '保證', '用起來', '安心', '誤打誤撞', '頭皮', '敏感', '髮質', '英文', '直譯', '解決', '掉髮', '嚴重', '沒想到', '掉髮', '改善', '澎鬆', '打結', '滿意', '秋天', '洗淨力', '秋冬', '猜想', '夏天', '夠力', '卡詩', '定價', 'MOMO', '優惠', '促銷', '把握', '時機', '購買']"
"生產前，我就已經開始有聽說會有產後掉髮的問題，月子中心的洗髮美容師也有提醒產婦這件事情，但是我真的沒想到，一過三個月，真的就開始大量的落髮，掉髮到我害怕的程度，我在ig限時動態上面狂發我掉髮的照片，真的是隨手一抹地板，都是一把一把的頭髮，產前我有剪短，但一從地上撈起來還是會令人害怕到，我是不是得了癌症～～～
於是，有幾位熱心的網友推薦我，好市多兩款洗髮精對產後媽媽掉髮也很有幫助，我就馬上下單，先開了森歐黎漾咖啡因這款來使用，真的是驚為天人啊～
我其實也有在ptt上面看到很多產後媽媽推薦這款，我個人洗完之後","['生產', '已經', '聽說', '掉髮', '月子', '中心', '美容師', '提醒', '產婦', '事情', '沒想到', '落髮', '掉髮', '害怕', '程度', 'ig', '限時', '動態', '狂發', '掉髮', '隨手', '地板', '頭髮產', '剪短', '撈起來', '害怕', '得了', '癌症', '熱心', '網友', '推薦', '好市', '產後', '媽媽', '掉髮', '馬上', '下單', '森歐黎漾', '咖啡因', '驚為天人', '其實', 'ptt', '媽媽', '推薦']"
"謝謝@cosme讓我試用募集中獎
能夠有機會好好體驗這瓶我每次去寶雅都會多看兩眼的髮類商品
為什麼會多看兩眼呢？
因為它的包裝瓶身做得蠻神秘的
引起了我的興趣
也謝謝品牌CLAYGE大方提供正貨試用❤️
同一系列有洗髮精和潤髮乳
這篇我先分享洗髮精的使用心得
正品容量是500ml, 價格550元
早在2019年這款就上市了
能賣到2023年的今日想必也是好用的產品才能持續在架上販售
洗髮精的顏色是透明淡褐色
我超～喜歡那個香味😍😍😍😍😍
受夠了太甜花果香但又覺得植萃味太淡的人
會跟我一樣很喜歡這瓶的味道
","['募集', '中獎', '能夠', '好好', '體驗', '寶雅', '髮類', '為什麼', '包裝', '瓶身', '神秘', '引起', '興趣', 'CLAYGE', '大方', '正貨', '潤髮乳', '容量', '價格', '上市', '賣到', '今日', '想必', '好用', '持續', '架上', '販售', '顏色', '透明', '淡褐色', '香味', '花果', '植萃味', '味道']"
"看到這個FG貼紙就很開心
謝謝URCOSME給我這個機會試用
400ML對於天天洗頭的人也可以用上一個半月了
添加了金縷梅跟檸檬草的洗髮精
商品標示的很清楚
產地是韓國
注意事項有特別標示濕疹或皮膚炎不可以用喔!
這個洗髮精適合油性跟中性的頭皮
雖然我的頭皮不是很油但是在台灣這麼濕熱的地方真的很難不出油
尤其像我這種騎機車通勤的上班族
戴安全帽會讓頭皮很悶熱
洗髮精是全透明狀的
聞起來有草本的味道
沒有濃濃的香精味讓人覺得很舒服
我老公也喜歡這種味道
實際使用之後覺得很經驗
因為朵蔓的這款洗髮精洗起來的泡","['FG', '貼紙', '開心', 'URCOSME', 'ML', '天天', '洗頭', '用上', '添加', '金縷梅', '檸檬草', '標示', '清楚', '產地', '韓國', '注意', '事項', '標示', '濕疹', '皮膚炎', '不可以', '適合', '油性', '中性', '頭皮', '頭皮', '台灣', '這麼', '濕熱', '地方', '尤其', '機車', '通勤', '上班族', '安全帽', '頭皮', '悶熱', '透明狀', '聞起來', '草本', '味道', '濃濃', '香精味', '舒服', '老公', '味道', '實際', '經驗', '朵蔓']"
"這系列我還用過乳油木蜂蜜，
兩個都滿好用的。
滿清爽、又不會乾，
油頭洗完也不會一下子就出油，
而且香味很好聞、不會假假的。","['乳油木', '蜂蜜', '好用', '清爽', '乾油頭', '一下子', '香味', '好聞', '假假']"
"SISLEY是我一直都蠻喜歡的品牌，
自從出了髮品之後，我就一直躍躍欲試，
加上自己的頭髮細又少，所以試了幾次試用，
感覺好像還可以，就直接入手正品來長期使用。
這次買了兩瓶洗髮，以及去角質跟髮膜，
用完這瓶洗髮，我覺得我應該不會回購了。
原因是出孔大又不好起泡，導致用量很難抓，
我這一條才用沒幾次就用完了，
大概要等到財富自由才可以這樣任意揮霍吧！
再加上，因為用量抓不準，常常覺得洗不乾淨，
用完兩瓶，也沒有太多的感受，只覺得＂蛤！怎麼用完了＂
老實說有點難以想像到底要用多少才有效果的感受？
畢竟我一瓶","['髮品', '躍躍欲試', '好像', '還可以', '直接', '入手', '長期', '去角質', '髮膜', '用完', '回購', '原因', '出孔', '起泡', '導致', '用量', '用完', '大概', '等到', '財富', '自由', '這樣', '任意', '揮霍', '用量', '常常', '乾淨', '用完', '感受', '怎麼', '用完', '老實說', '難以', '想像', '到底', '感受', '畢竟']"
"身為一個油頭妹，夏天戴安全帽真的是讓我感到非常痛苦的事情。
來說說本身的頭皮條件：油性、髮質細軟髮、本身髮量稀疏，集結了三大悲慘條件，可想而知，這樣的頭髮，在夏天拿下安全帽後，要如何完整呢？
在尋找髮品的路上，不停的在尋找可以緩解頭皮出油、讓頭髮比較蓬鬆乾爽、營造出頭髮比較多的假象（？）也試過很多控油洗髮精，但往往都會讓頭髮變得很乾澀、容易打結。
艾瑪絲當時購入時，是因為看到有這個頭皮淨化液，因為頭皮出油也是會累積角質的，久了之後就會有頭皮味，我就是頭皮味很重的人，常常都不敢把頭靠近別人... 當時想說買","['身為', '油頭妹', '夏天', '安全帽', '感到', '痛苦', '事情', '說說', '頭皮', '條件', '油性', '髮質', '細軟髮', '髮量', '稀疏', '集結', '悲慘', '條件', '可想而知', '這樣', '夏天', '拿下', '安全帽', '如何', '完整', '尋找', '髮品', '不停', '尋找', '緩解', '頭皮', '蓬鬆', '乾爽', '營造出', '假象', '試過', '控油', '往往', '乾澀', '打結', '當時', '購入', '頭皮', '淨化液', '頭皮', '累積', '角質', '頭皮味', '就是', '頭皮味', '常常', '靠近', '當時']"
"前一陣子壓力很大，狂掉髮看到廣告說容易斷裂、分岔、缺乏彈性、無光澤等需要補充的髮質適用。
趁康是美買一送一買的，原本沒有很大的期待，一用之後味道不錯蠻喜歡，奇妙的酸味！感覺也比較不會掉髮，頭髮有保濕自然也不容易打結！
會在回購，卡酚洗髮精好像蠻多系列，下次可以買回來用看看😏","['一陣子', '壓力', '大狂', '掉髮', '廣告', '斷裂', '分岔', '缺乏', '彈性', '光澤', '補充', '髮質', '適用', '康是美', '原本', '期待', '味道', '不錯', '奇妙', '酸味', '掉髮', '保濕', '自然', '打結', '回購', '卡酚', '好像', '買回來']"
"我一向很愛艾瑪絲的洗髮品，因為他們家的產品很溫和又無添加
價格也可以接受~
專為油性/中性頭皮設計，用胺基酸界面調理清潔頭皮
添加的成分幫助滋養髮根補充髮根養分
質地溫和好起泡洗後舒適清爽很很清新~
香氣怡人清潔力也好
帶有點清涼感，天氣熱洗這種髮品非常舒暢，希望持續使用頭髮可以越來越強韌","['一向', '洗髮品', '溫和', '添加', '價格', '接受', '油性', '中性', '頭皮', '設計', '胺基酸', '界面', '調理', '清潔', '頭皮', '添加', '成分', '滋養', '髮根', '補充', '髮根', '養分', '質地', '溫和', '泡洗', '舒適', '清爽', '清新', '香氣', '怡人', '清潔力', '帶有', '清涼感', '天氣', '熱洗', '髮品', '舒暢', '希望', '持續', '越來越', '強韌']"
"不知道為甚麼這一年來很常掉髮，
冬天大約2天洗一次頭髮
使用前掉的髮量大概這樣：
(潤絲後沖洗會掉一大批、吹頭髮時又會掉一大批)
很可怕吧 我自己也覺得很可怕!!!!
使用這個洗髮精7天以後，
掉的量大概這樣：
質地是半透明的乳狀，很好起泡
按壓一下就泡沫非常多!!!
medicube大豆胚芽養髮洗髮精
medicube是韓國的醫美品牌，標榜低刺激、韓國製造與生產
這系列養髮產品是用野大豆的萃取
產品標榜可以強韌髮根
味道上沒有太多的香精味，感覺很天然，味道非常淡非常淡(如果是香味控的要注意)
清洗上也很","['為甚麼', '冬天', '髮量', '大概', '這樣', '潤絲', '沖洗', '可怕', '可怕', '大概', '這樣', '質地', '透明', '乳狀', '起泡', '按壓', '泡沫', 'medicube', '大豆', '胚芽', '養髮', 'medicube', '韓國', '醫美', '標榜', '刺激', '韓國', '製造', '生產', '養髮', '野大豆', '萃取', '標榜', '強韌', '髮根', '味道', '香精味', '天然', '味道', '香味', '注意', '清洗']"
"好久沒使用飛柔的洗髮品了
現在也跟風出了無矽靈的洗髮露
還找了楊丞琳代言粉/綠兩款產品
雖然心裡有想買那粉色款
剛好拿到這組綠色款是2017年的百大網友的伴手禮之一
感謝Ur&PeRT飛柔提供淨油柔順旅行組來試用
因為有燙染所以都用護色洗潤護髮居多
最近去健身房運動想帶小罐才翻到這組
透明塑膠圓柱瓶身綠色圓形旋轉瓶蓋
內容為淺透綠色凝露狀可流動質地
帶有很清新的花草香調
個人頭皮油/髮質粗硬/髮長及背/自然捲/有燙染
在醫院工作所以習慣每天洗髮
第一遍洗頭皮時很好起泡但沒什麼泡沫
第二遍就有很豐富量多的泡","['飛柔', '洗髮品', '現在', '矽靈', '楊丞琳', '代言', '粉綠', '粉色款', '綠色', '網友', '伴手禮', 'UrPeRT', '飛柔', '淨油', '柔順', '旅行組', '燙染', '護色', '洗潤', '護髮', '居多', '最近', '健身房', '運動想帶', '翻到', '透明', '塑膠', '圓柱', '瓶身', '綠色', '圓形', '旋轉', '瓶蓋', '內容', '綠色', '凝露狀', '可流動質', '清新', '花草', '香調', '頭皮', '髮質', '粗硬', '自然', '燙染', '醫院', '工作', '習慣', '頭皮', '起泡', '泡沫', '豐富量']"
"呂Ryo Taiwan 強韌蘊髮洗髮精(女性專用)
第一次使用到專為女性設計的洗髮產品，質地是透明的凝膠狀，而且pH值還是弱酸性的，使用起來非常好起泡～
可以輕鬆的按摩出綿密的泡泡，藉由泡泡來溫和清潔及活絡頭皮毛髮，香味是薰衣草加上淡淡檸檬香，味道相當的舒服，讓洗頭時像是做了個心靈SPA～
洗後頭皮不緊繃，髮根很蓬鬆，頭髮也不會有澀澀的感覺，頭皮出油情形也有改善喔。推推👍
髮根變蓬鬆～
同場加映同系列潤髮膜，在這裡～
用光光第二瓶嘍～","['呂Ryo', 'Taiwan', '強韌', '蘊髮', '女性', '專用', '使用到', '女性', '設計', '質地', '透明', '凝膠狀', 'pH值', '弱酸性', '起泡', '輕鬆', '按摩', '綿密', '泡泡', '泡泡', '溫和', '清潔', '活絡', '頭皮', '毛髮', '香味', '薰衣草', '淡淡', '檸檬', '味道', '相當', '舒服', '洗頭', '心靈', 'SPA', '頭皮', '緊繃', '髮根', '蓬鬆', '澀澀', '頭皮', '情形', '改善', '推推', '髮根', '蓬鬆', '加映', '潤髮膜', '這裡', '光光']"
"身為一個大油頭男子
自從回到卡詩之後回不去了(明明還有很多產品，但目前依然是卡詩服役中)
這款是女生再用的新生系列
主要是針對學生尚未落髮的族群在使用
可能是學生或者社會新鮮人 因為壓力大  生活作息等因素落髮改善
而粉樣系列是針對女生
主要使用雪絨花做抗氧化成分
這款洗髮精(清爽型)主要是給油性頭皮使用
味道是果香調性(但我更愛男性系列的味道)
質地是透明黛流動性的凝膠狀態
非常好起泡 泡沫也很豐富
我都會洗兩次
第一次使用開價便宜的洗髮精  第二次使用這種高單價或者機能型的洗髮精
第二次的時候在頭皮放","['身為', '油頭', '男子', '回到', '卡詩', '明明', '目前', '依然', '卡詩', '服役', '女生', '新生', '主要', '學生', '尚未', '落髮', '族群', '可能', '學生', '社會', '新鮮人', '壓力', '生活', '作息', '因素', '落髮', '改善', '粉樣', '女生', '主要', '雪絨花', '抗氧化', '成分', '清爽型', '主要', '頭皮', '味道', '果香', '調性', '男性', '味道', '質地', '透明', '流動性', '凝膠', '狀態', '起泡', '泡沫', '豐富', '便宜', '單價', '機能型', '頭皮']"
"整理東西找到之前兌換的試用包～
質地是淡米色流動性強的洗髮乳狀，沒什麼特別氣味，搓揉後泡沫量非常少，但泡沫很綿密，沖洗時易沖淨，頭髮吹乾後變得比較蓬鬆一些，且絲絲分明，頭頂不扁塌，不過個人還是比較喜歡泡沫量多的洗髮精，加上這罐也不便宜，可能不會回購。","['整理', '東西', '找到', '兌換', '試用包', '質地', '淡米色', '流動性', '乳狀', '氣味', '搓揉', '泡沫量', '泡沫', '綿密', '沖洗', '沖淨', '吹乾', '蓬鬆', '絲絲', '分明', '頭頂', '扁塌', '泡沫量', '便宜', '可能', '回購']"
"cosme所給予的試用♥️
這兩款香氛的洗髮精我最愛「濟州微風」
聞得到淡淡柑橘香
完全符合濟州島產橘子這特別的點😍
起泡力不錯，不像有些洗髮精太過潤澤搓不出多少泡泡
洗完感覺頭髮沒洗乾淨
這款洗後頭髮吹乾髮型膨鬆
感受度相當好！
會想購買正貨容量繼續使用下去⋯♥️
另一香氛洗髮精「首爾夕陽」那味道我就不愛了
這味道好老人味⋯
我無法，真的！
若妳很喜歡，那就抱歉了
我真的覺得洗頭過程一直聞到味道好惱人⋯😩
起泡力不錯～
洗淨力和後續頭髮澎鬆度都有達標
扣掉香味這點
就沒什麼好抱怨的了😊
附上我在花海裡拍","['給予', '香氛', '最愛', '濟州', '微風', '淡淡', '柑橘香', '完全', '符合', '濟州島', '橘子', '起泡力', '不錯', '太過', '潤澤', '泡泡', '洗乾淨', '吹乾', '髮型', '膨鬆', '感受度', '相當', '購買', '正貨', '容量', '繼續', '下去', '香氛', '首爾', '夕陽', '味道', '味道', '老人味', '無法', '抱歉', '洗頭', '過程', '聞到', '味道', '惱人', '起泡力', '不錯', '洗淨力', '後續', '澎鬆度', '達標', '扣掉', '香味', '抱怨', '附上', '花海']"
"身為一個油頭妹，夏天戴安全帽真的是讓我感到非常痛苦的事情。
來說說本身的頭皮條件：油性、髮質細軟髮、本身髮量稀疏，集結了三大悲慘條件，可想而知，這樣的頭髮，在夏天拿下安全帽後，要如何完整呢？
在尋找髮品的路上，不停的在尋找可以緩解頭皮出油、讓頭髮比較蓬鬆乾爽、營造出頭髮比較多的假象（？）也試過很多控油洗髮精，但往往都會讓頭髮變得很乾澀、容易打結。
油頭大使來幫各位測試這款產品是否控油！伊絲婷的薄荷洗髮精，是韓國暢銷20年的國民洗髮精，使用來自草本的嚴選成分:薄荷精萃、洋甘菊&香蜂草、橄欖油萃取，讓頭髮高效","['身為', '油頭妹', '夏天', '安全帽', '感到', '痛苦', '事情', '說說', '頭皮', '條件', '油性', '髮質', '細軟髮', '髮量', '稀疏', '集結', '悲慘', '條件', '可想而知', '這樣', '夏天', '拿下', '安全帽', '如何', '完整', '尋找', '髮品', '不停', '尋找', '緩解', '頭皮', '蓬鬆', '乾爽', '營造出', '假象', '試過', '控油', '往往', '乾澀', '打結', '油頭大使', '測試', '是否', '控油', '伊絲婷', '薄荷', '韓國', '暢銷', '20', '國民', '來自', '草本', '嚴選', '成分', '薄荷', '精萃', '洋甘菊', '香蜂草', '橄欖油', '萃取', '高效']"
"有陣子沒用阿葵亞，所以逛寶雅時看到換新版就買了。老實說，改版後挺失望的，前一版比較好用。
使用兩週後感想，新版主打升級持續補水保濕效果，結果假滑!!比前一版難沖洗。
頭皮控油效果，感覺弱掉了。
前一版，我能撐兩天頭髮澎鬆，新版...唉！一天就扁塌了。
PS.某天剛洗完澡出來，我媽在她房間裡聞到香味，然後說了句:[怎麼有琵琶膏的味道?]
我:[.....]  完了，回不去草木香了TT __ TT","['阿葵亞', '寶雅', '新版', '老實說', '改版', '失望', '好用', '感想', '新版', '升級', '持續', '補水', '保濕', '結果', '假滑', '沖洗', '頭皮', '弱掉', '澎鬆', '新版', '房間', '聞到', '香味', '然後', '怎麼', '琵琶膏', '味道', '草木', 'TT__TT']"
"老公的頭皮很容易出油，也很容易有頭皮屑，
尤其是夏天天氣很熱的時候，還不到24小時就有頭皮味了!
這罐綠色的控油洗完非常清爽!味道很清新~
重點是效果比較久~頭髮過一整天都不會油油塌塌的!
是會一直回購的洗髮精!","['老公', '頭皮', '頭皮屑', '尤其', '夏天', '天氣', '不到', '小時', '頭皮味', '綠色', '控油', '清爽', '味道', '清新', '重點', '油油', '塌塌', '回購']"
"其實本來是要買潤髮乳的
買回家後發現買成洗髮乳XD
因為包裝實在太像~超容易拿錯
想說洗髮乳也是日常消耗品，退貨也麻煩就用了吧
【產品包裝&外觀】
***************
正品容量:680ml
價格印象200有找
***************
包裝是像梯型的塑膠罐裝
底部比較寬擺放較穩
我手邊這款可能在新舊包裝轉換期
所以跟版圖包裝圖案不太一樣
感覺是舊版罐子搭配新包裝的圖案
按壓式壓頭
我還蠻喜歡這種壓面是平的，按壓比較舒適
舊包裝跟潤髮只差在壓頭顏色不同
所以一沒注意超容易拿錯
等要去買潤髮","['其實', '本來', '潤髮乳', '買回家', '發現', '買成', '包裝', '實在', '拿錯', '想說', '日常', '消耗品', '退貨', '麻煩', '包裝', '外觀', '容量', '價格', '印象', '包裝', '像梯型', '塑膠', '罐裝', '底部', '擺放', '可能', '新舊', '包裝', '轉換期', '版圖', '包裝', '圖案', '舊版', '罐子', '搭配', '包裝', '圖案', '壓式', '壓頭', '壓面', '舒適', '包裝', '潤髮', '顏色', '不同', '注意', '拿錯', '潤髮']"
本身是扁塌細軟髮輕度油頭，這瓶的香味像古早廉價檸檬水果糖香精，沒有馬鞭草草本味，聞起來不舒服，光是香味就不會回購。清潔力蓬鬆度普通，唯一可以算是優點的就是髮絲不會打結。,"['扁塌', '軟髮', '輕度', '油頭', '香味', '古早', '廉價', '檸檬', '水果糖', '香精', '馬鞭', '草草', '聞起來', '舒服', '香味', '回購', '清潔力', '蓬鬆度', '普通', '唯一', '優點', '髮絲', '打結']"
"胺基酸和頭髮的關係密不可分
質地是半透明狀
不像甘草次酸角質淨化液那麼稀
juliArt 洗髮精堅持無添加、無負擔配方
因為前面有先甘草次酸角質淨化液清潔角質
所以清洗時泡沫不會偏少
透過胺基酸介面活性劑溫和完成頭皮清潔程序
能夠幫助強韌髮根，維持頭皮健康
實際使用後明顯感受是髮質的蓬鬆度
以前常常早上起床瀏海容易扁塌
但最近只要稍微整理一下就OK","['胺基酸', '關係', '密不可分', '質地', '透明狀', '甘草', '次酸', '角質', '淨化液', '那麼', 'juliArt', '堅持', '添加', '負擔', '配方', '前面', '甘草', '次酸角質', '淨化液', '清潔', '角質', '清洗', '泡沫', '偏少', '胺基酸', '介面', '活性劑', '溫和', '完成', '頭皮', '清潔', '程序', '能夠', '強韌', '髮根', '維持', '頭皮', '健康', '實際', '明顯', '感受', '髮質', '蓬鬆度', '以前', '常常', '瀏海', '扁塌', '最近', '稍微', '整理']"
"在上次的百大網友禮盒中其中有一包就是艾瑪絲的洗髮精!
使用後很不錯,很喜歡!
趁著趁活動購入這是贈品之一,很喜歡這草本的味道!
味道很舒服,泡沫不是很多但是洗淨力很足夠
這罐是舒敏的,剪完長髮後頭髮沒任何大礙
只覺得這灌洗完頭髮很蓬鬆輕盈,頭皮會呼吸","['網友', '禮盒', '不錯', '活動', '購入', '贈品', '草本', '味道', '味道', '舒服', '泡沫', '洗淨力', '足夠', '舒敏', '剪完', '長髮', '大礙', '灌洗完', '蓬鬆', '輕盈', '頭皮', '呼吸']"
